Dates	Open	Close	High	Low	Volume	Cham_Trend	Cham_Osc_Pos	Cham_Osc_Neg	Volume_5_SMA
6/9/2021 3:25	4217.75	4218.5	4218.75	4217.75	26	1	4	0	23.8
6/9/2021 3:30	4218.5	4220.25	4221	4218.5	47	1	5	0	28.4
6/9/2021 3:35	4220.25	4220	4220.25	4219	57	1	5	0	35.4
6/9/2021 3:40	4219.25	4219.25	4219.25	4219.25	7	1	2	0	31
6/9/2021 3:45	4218.75	4218.75	4218.75	4218.75	1	1	2	0	27.6
6/9/2021 3:50	4218	4217	4218	4217	12	1	0	0	24.8
6/9/2021 3:55	4216.75	4215.75	4216.75	4215.75	23	0	0	-1	20
6/9/2021 4:00	4216	4218	4218	4216	32	1	0	0	15
6/9/2021 4:05	4217.75	4219.25	4219.25	4217.75	17	2	2	0	17
6/9/2021 4:10	4220	4219.5	4220.25	4219	21	2	2	0	21
6/9/2021 4:15	4219.75	4218.5	4219.75	4218.5	10	2	0	0	20.6
6/9/2021 4:20	4219.5	4219	4219.5	4218.75	9	2	0	0	17.8
6/9/2021 4:25	4219	4218.25	4219	4218	14	2	0	0	14.2
6/9/2021 4:30	4218.25	4219	4219	4218.25	9	2	0	0	12.6
6/9/2021 4:35	4219.25	4220	4221	4219	13	2	3	0	11
6/9/2021 4:40	4220	4219.75	4220	4219.5	11	2	2	0	11.2
6/9/2021 4:45	4219.25	4220	4220	4219.25	52	2	2	0	19.8
6/9/2021 4:50	4220.25	4220.5	4220.5	4220.25	11	2	4	0	19.2
6/9/2021 4:55	4220.25	4220.25	4220.5	4219.75	202	2	2	0	57.8
6/9/2021 5:00	4219.75	4219.75	4219.75	4219.5	19	2	0	0	59
6/9/2021 5:05	4219.75	4217.25	4219.75	4217.25	22	1	0	-3	61.2
6/9/2021 5:10	4217.25	4215.75	4217.75	4215.5	55	0	0	-3	61.8
6/9/2021 5:15	4216	4217.25	4217.5	4215.75	117	1	0	-3	83
6/9/2021 5:20	4217	4218.25	4218.5	4217	16	2	0	0	45.8
6/9/2021 5:25	4217.75	4217.75	4217.75	4217.25	88	2	0	0	59.6
6/9/2021 5:30	4218	4217.75	4218.25	4217.5	18	1	0	0	58.8
6/9/2021 5:35	4218	4219	4219	4217.75	142	1	0	0	76.2
6/9/2021 5:40	4218.75	4217.25	4218.75	4217.25	12	0	0	-2	55.2
6/9/2021 5:45	4217	4218	4218	4216.25	11	1	0	0	54.2
6/9/2021 5:50	4217.75	4218.25	4218.5	4217.75	7	1	0	0	38
6/9/2021 5:55	4218.25	4218.25	4218.25	4218.25	2	2	0	0	34.8
6/9/2021 6:00	4218	4219.25	4219.25	4218	9	2	2	0	8.2
6/9/2021 6:05	4219.25	4218.75	4219.25	4218.25	13	2	2	0	8.4
6/9/2021 6:10	4218.25	4218.25	4218.5	4218.25	10	1	1	0	8.2
6/9/2021 6:15	4217.75	4217.25	4217.75	4217	32	0	0	0	13.2
6/9/2021 6:20	4217.25	4217	4217.5	4217	29	0	0	-2	18.6
6/9/2021 6:25	4218	4217.25	4218.25	4217.25	25	0	0	0	21.8
6/9/2021 6:30	4217	4218	4218	4217	15	1	0	0	22.2
6/9/2021 6:35	4218.25	4217.5	4218.5	4217.5	13	0	0	0	22.8
6/9/2021 6:40	4217.75	4219.25	4219.25	4217.75	8	1	3	0	18
6/9/2021 6:45	4219.25	4219.75	4219.75	4219.25	23	2	3	0	16.8
6/9/2021 6:50	4218.75	4218.5	4218.75	4218.25	4	1	1	0	12.6
6/9/2021 6:55	4218.25	4220	4220.25	4218.25	23	1	4	0	14.2
6/9/2021 7:00	4220	4220.25	4220.5	4219.5	37	2	3	0	19
6/9/2021 7:05	4219.75	4220.5	4221.5	4219.75	39	2	3	0	25.2
6/9/2021 7:10	4220.25	4218.5	4220.25	4218	66	2	0	0	33.8
6/9/2021 7:15	4218.5	4218.25	4219.5	4218.25	13	1	0	0	35.6
6/9/2021 7:20	4218.5	4220.75	4221	4218.5	34	2	3	0	37.8
6/9/2021 7:25	4220.75	4219	4220.75	4219	56	2	0	0	41.6
6/9/2021 7:30	4218.5	4215.25	4218.75	4214.5	137	0	0	-3	61.2
6/9/2021 7:35	4215	4217	4217	4215	69	0	0	-2	61.8
6/9/2021 7:40	4217.5	4219.5	4219.5	4217.5	108	2	0	0	80.8
6/9/2021 7:45	4219.25	4218.75	4220	4218.75	75	2	0	0	89
6/9/2021 7:50	4219.5	4222	4222.5	4219.5	69	2	3	0	91.6
6/9/2021 7:55	4222.5	4222.75	4223	4221.75	20	2	4	0	68.2
6/9/2021 8:00	4222.75	4221.25	4222.75	4221	75	2	3	0	69.4
6/9/2021 8:05	4221.25	4222	4222.25	4221.25	259	2	4	0	99.6
6/9/2021 8:10	4222	4223	4223.5	4221.5	74	2	4	0	99.4
6/9/2021 8:15	4223	4220.75	4223	4220	67	2	1	0	99
6/9/2021 8:20	4220.5	4220	4221	4219.5	379	2	0	0	170.8
6/9/2021 8:25	4220.25	4221	4221	4220	317	2	0	0	219.2
6/9/2021 8:30	4221.25	4222.5	4223	4220.75	132	2	2	0	193.8
6/9/2021 8:35	4222.5	4223	4224.5	4222.5	138	2	2	0	206.6
6/9/2021 8:40	4223	4222.75	4223.75	4222.5	50	2	2	0	203.2
6/9/2021 8:45	4223	4222.75	4223	4221.75	38	3	2	0	135
6/9/2021 8:50	4222.5	4222.75	4223	4222.25	37	3	0	0	79
6/9/2021 8:55	4222.75	4222.75	4223.25	4222.5	35	3	0	0	59.6
6/9/2021 9:00	4222.75	4223	4223.25	4222.5	60	3	0	0	44
6/9/2021 9:05	4223.25	4223.25	4223.75	4222.5	98	3	0	0	53.6
6/9/2021 9:10	4223.5	4222.75	4223.5	4222.25	34	3	0	0	52.8
6/9/2021 9:15	4222.75	4222.75	4223	4222.5	24	2	0	0	50.2
6/9/2021 9:20	4222.75	4223.25	4223.5	4222.5	61	2	0	0	55.4
6/9/2021 9:25	4223.25	4225	4225.5	4222.5	267	3	4	0	96.8
6/9/2021 9:30	4225	4221.75	4225.75	4221.75	967	2	0	-1	270.6
6/9/2021 9:35	4222	4220.5	4224	4220.5	972	2	0	-3	458.2
6/9/2021 9:40	4220.25	4222.25	4222.5	4218.25	576	2	0	-1	568.6
6/9/2021 9:45	4222.25	4220	4225.5	4220	1589	1	0	-2	874.2
6/9/2021 9:50	4219.75	4219.5	4220.5	4217.75	523	1	0	-2	925.4
6/9/2021 9:55	4219.75	4221.5	4221.75	4219.5	298	1	0	0	791.6
6/9/2021 10:00	4221.75	4219.75	4223	4219.25	327	0	0	-2	662.6
6/9/2021 10:05	4219.75	4219	4220.75	4218.5	382	0	0	-3	623.8
6/9/2021 10:10	4218.75	4218.25	4219.25	4218	534	1	0	-4	412.8
6/9/2021 10:15	4218	4219.75	4220	4216.25	452	0	0	-3	398.6
6/9/2021 10:20	4219.75	4219.75	4221.5	4218.5	542	0	0	0	447.4
6/9/2021 10:25	4219.75	4222.25	4222.25	4219.25	288	2	0	0	439.6
6/9/2021 10:30	4222.25	4222.25	4223.25	4221.25	396	2	0	0	442.4
6/9/2021 10:35	4222.25	4222.5	4222.5	4220.5	570	2	1	0	449.6
6/9/2021 10:40	4222.75	4222.75	4223.5	4221.5	539	1	2	0	467
6/9/2021 10:45	4222.75	4222	4223.75	4221	268	1	1	0	412.2
6/9/2021 10:50	4222.25	4221.75	4222.5	4220.5	320	1	0	0	418.6
6/9/2021 10:55	4221.5	4221.5	4223	4221.25	286	1	0	0	396.6
6/9/2021 11:00	4221.25	4223.25	4223.5	4221.25	226	2	3	0	327.8
6/9/2021 11:05	4223.75	4223.25	4223.75	4222.5	198	2	4	0	259.6
6/9/2021 11:10	4223.25	4222.25	4223.5	4222.25	159	1	1	0	237.8
6/9/2021 11:15	4222.25	4223.75	4224	4221.75	175	2	4	0	208.8
6/9/2021 11:20	4223.75	4223	4224.25	4222.75	154	2	2	0	182.4
6/9/2021 11:25	4223.25	4222.75	4223.25	4221.5	188	1	0	0	174.8
6/9/2021 11:30	4222.75	4221	4222.75	4220.25	143	1	0	-1	163.8
6/9/2021 11:35	4220.75	4220.75	4220.75	4219.75	99	1	0	0	151.8
6/9/2021 11:40	4220.5	4220.5	4221	4220.25	168	1	0	-2	150.4
6/9/2021 11:45	4220.25	4220.75	4221.25	4220	187	0	0	0	157
6/9/2021 11:50	4220.75	4218.5	4221	4218.25	235	1	0	-5	166.4
6/9/2021 11:55	4218.25	4218	4218.75	4215.5	265	1	0	-4	190.8
6/9/2021 12:00	4217.75	4218.5	4218.75	4217.25	181	1	0	-2	207.2
6/9/2021 12:05	4218.75	4218.5	4218.75	4217.5	208	1	0	-2	215.2
6/9/2021 12:10	4218.5	4218.5	4218.75	4217.75	150	1	0	-2	207.8
6/9/2021 12:15	4218.5	4218.25	4218.5	4217.25	168	2	0	-2	194.4
6/9/2021 12:20	4218.25	4219.25	4219.25	4218	204	1	0	0	182.2
6/9/2021 12:25	4219	4219.75	4220	4218.75	212	2	0	0	188.4
6/9/2021 12:30	4219.5	4220.25	4220.5	4219.5	125	0	1	0	171.8
6/9/2021 12:35	4220.25	4220.5	4220.75	4219.75	126	1	2	0	167
6/9/2021 12:40	4220.75	4220.5	4220.75	4220.25	205	1	2	0	174.4
6/9/2021 12:45	4220.5	4220	4220.75	4220	127	1	1	0	159
6/9/2021 12:50	4220.25	4220.5	4221.25	4220	214	1	2	0	159.4
6/9/2021 12:55	4220.75	4220.75	4221	4220.25	184	1	2	0	171.2
6/9/2021 13:00	4221	4221.5	4222	4220.75	191	3	4	0	184.2
6/9/2021 13:05	4221.25	4221	4221.5	4220.25	112	1	3	0	165.6
6/9/2021 13:10	4221	4220.25	4221	4220	108	1	0	0	161.8
6/9/2021 13:15	4220.25	4221.75	4222.5	4219.75	292	2	2	0	177.4
6/9/2021 13:20	4222	4222.25	4222.75	4222	183	2	3	0	177.2
6/9/2021 13:25	4222	4221.75	4222.25	4221.75	132	2	2	0	165.4
6/9/2021 13:30	4221.5	4222	4222	4220.5	191	2	2	0	181.2
6/9/2021 13:35	4222	4220.5	4222	4219.5	260	1	0	0	211.6
6/9/2021 13:40	4220.25	4219.5	4220.25	4218.5	215	1	0	0	196.2
6/9/2021 13:45	4219.5	4220.25	4220.25	4219	207	0	0	0	201
6/9/2021 13:50	4220.25	4220.25	4220.75	4219.75	221	1	0	0	218.8
6/9/2021 13:55	4220.5	4219.75	4221.25	4219.5	173	1	0	-2	215.2
6/9/2021 14:00	4219.75	4220.25	4221.25	4219.75	275	1	0	0	218.2
6/9/2021 14:05	4220.25	4218.5	4220.75	4218.5	185	2	0	-3	212.2
6/9/2021 14:10	4218.5	4219	4219.75	4218.5	205	2	0	-4	211.8
6/9/2021 14:15	4219	4218.75	4219.5	4218.5	146	1	0	-4	196.8
6/9/2021 14:20	4218.75	4219.25	4220	4218.5	133	1	0	-3	188.8
6/9/2021 14:25	4219.25	4221.25	4221.5	4219.25	150	2	1	0	163.8
6/9/2021 14:30	4221.25	4221.25	4222	4221	177	2	0	0	162.2
6/9/2021 14:35	4221.25	4219.25	4221.5	4219	193	1	0	-2	159.8
6/9/2021 14:40	4219.25	4218.75	4219.75	4218.75	133	1	0	-3	157.2
6/9/2021 14:45	4218.75	4217.5	4219.25	4217.5	161	1	0	-4	162.8
6/9/2021 14:50	4217.5	4217.25	4218	4216.75	247	1	0	-4	182.2
6/9/2021 14:55	4217.25	4217.25	4218.5	4217.25	279	1	0	-4	202.6
6/9/2021 15:00	4217	4216.5	4217.25	4216.25	289	1	0	-5	221.8
6/9/2021 15:05	4216.5	4216	4217.25	4215.75	253	1	0	-5	245.8
6/9/2021 15:10	4216	4216	4216.75	4215.75	175	1	0	-5	248.6
6/9/2021 15:15	4216.25	4216.5	4217	4216	225	1	0	-4	244.2
6/9/2021 15:20	4216	4214.5	4216.75	4214.25	336	1	0	-6	255.6
6/9/2021 15:25	4214.75	4211.25	4214.75	4211.25	500	1	0	-6	297.8
6/9/2021 15:30	4211.25	4212.75	4213.75	4210.25	718	1	0	-4	390.8
6/9/2021 15:35	4212.75	4212	4213.25	4211.75	479	1	0	-5	451.6
6/9/2021 15:40	4212	4209.5	4212.5	4209.25	769	1	0	-6	560.4
6/9/2021 15:45	4209.25	4209.5	4211.5	4209	1013	1	0	-6	695.8
6/9/2021 15:50	4209.5	4211.25	4212.5	4209	1419	1	0	-3	879.6
6/9/2021 15:55	4211.25	4210	4212	4207.5	4336	1	0	-4	1603.2
6/9/2021 16:00	4210	4211	4211.5	4209.25	1365	1	0	-2	1780.4
6/9/2021 16:05	4211	4211.25	4211.25	4209.5	783	1	0	0	1783.2
6/9/2021 16:10	4211.25	4212	4212.75	4211.25	366	1	0	0	1653.8
6/9/2021 16:25	4211.75	4211.75	4211.75	4211.75	12	1	0	0	1372.4
6/9/2021 16:30	4212	4212.5	4212.5	4212	36	1	1	0	512.4
6/9/2021 16:35	4212.25	4212.25	4212.75	4212.25	21	1	2	0	243.6
6/9/2021 16:40	4212.5	4212.5	4212.75	4212.25	13	1	2	0	89.6
6/9/2021 16:45	4212.75	4212	4212.75	4212	7	1	2	0	17.8
6/9/2021 16:50	4212.25	4212.25	4212.25	4212	13	1	2	0	18
6/9/2021 16:55	4212.25	4212.75	4213	4212	26	1	2	0	16
6/9/2021 18:00	4212.75	4213.75	4214	4212.75	41	1	4	0	20
6/9/2021 18:05	4214	4212.25	4214	4212.25	24	1	0	0	22.2
6/9/2021 18:10	4213	4213.25	4213.5	4213	8	1	2	0	22.4
6/9/2021 18:15	4213.25	4213.75	4213.75	4213.25	4	1	3	0	20.6
6/9/2021 18:20	4213.75	4213.75	4214	4213.75	14	1	4	0	18.2
6/9/2021 18:25	4214	4213	4214	4213	21	1	0	0	14.2
6/9/2021 18:30	4213	4213.5	4213.5	4212.75	29	1	2	0	15.2
6/9/2021 18:35	4213.5	4213.5	4213.75	4213.5	35	1	2	0	20.6
6/9/2021 18:40	4213.5	4213.75	4214	4213.5	43	2	3	0	28.4
6/9/2021 18:45	4213.5	4213.25	4213.75	4213.25	62	2	0	0	38
6/9/2021 18:50	4213.5	4213	4213.5	4212.75	94	2	0	0	52.6
6/9/2021 18:55	4213	4213.25	4213.5	4212.75	55	2	0	0	57.8
6/9/2021 19:00	4213.25	4212.75	4213.25	4212.75	30	2	0	-1	56.8
6/9/2021 19:05	4212.5	4213	4213	4211.5	47	2	0	0	57.6
6/9/2021 19:10	4213	4212.75	4213.25	4212.75	13	2	0	0	47.8
6/9/2021 19:15	4212.75	4213	4213	4212.5	6	2	0	0	30.2
6/9/2021 19:20	4213.5	4213.5	4213.75	4213.25	15	2	0	0	22.2
6/9/2021 19:25	4213.25	4213.75	4213.75	4213.25	26	2	3	0	21.4
6/9/2021 19:30	4214	4214.5	4214.5	4214	40	3	4	0	20
6/9/2021 19:35	4214	4213.5	4214	4213.25	29	2	1	0	23.2
6/9/2021 19:40	4213.25	4211.75	4213.5	4211.75	85	1	0	-3	39
6/9/2021 19:45	4212.5	4212.25	4212.5	4211.75	70	1	0	-2	50
6/9/2021 19:50	4212.25	4211.75	4212.5	4211.75	52	1	0	-4	55.2
6/9/2021 19:55	4211.75	4212	4212	4211.25	36	1	0	-3	54.4
6/9/2021 20:00	4212	4212.75	4213.25	4211.75	65	2	0	0	61.6
6/9/2021 20:05	4213	4212.5	4213.5	4212.5	61	1	0	0	56.8
6/9/2021 20:10	4212.5	4211.5	4212.5	4211.25	65	1	0	-3	55.8
6/9/2021 20:15	4211.25	4212.25	4212.25	4211.25	34	1	0	0	52.2
6/9/2021 20:20	4212	4213.75	4214.25	4212	67	3	3	0	58.4
6/9/2021 20:25	4214	4213.75	4214.5	4213.25	56	3	2	0	56.6
6/9/2021 20:30	4213.75	4213.5	4214	4213.5	25	3	0	0	49.4
6/9/2021 20:35	4213.75	4213.5	4213.75	4213.5	23	3	0	0	41
6/9/2021 20:40	4213.25	4213.5	4213.5	4213.25	6	3	0	0	35.4
6/9/2021 20:45	4213.5	4213.5	4213.75	4213.5	7	1	0	0	23.4
6/9/2021 20:50	4213.5	4214.25	4214.25	4213.5	11	3	3	0	14.4
6/9/2021 20:55	4214	4214	4214.25	4213.75	26	2	4	0	14.6
6/9/2021 21:00	4213.5	4213.75	4213.75	4213.25	28	2	1	0	15.6
6/9/2021 21:05	4214	4214.75	4216	4214	238	2	2	0	62
6/9/2021 21:10	4214.5	4215	4216	4214.5	139	2	2	0	88.4
6/9/2021 21:15	4214.75	4214	4214.75	4213.75	53	2	0	0	96.8
6/9/2021 21:20	4214.5	4213.75	4214.5	4213.75	73	2	0	-1	106.2
6/9/2021 21:25	4213.75	4214	4214.25	4213.75	100	2	0	0	120.6
6/9/2021 21:30	4213.75	4215.25	4215.25	4213.75	114	2	2	0	95.8
6/9/2021 21:35	4215.25	4215.25	4215.75	4215	84	2	2	0	84.8
6/9/2021 21:40	4215.25	4215.5	4215.5	4214.75	127	2	3	0	99.6
6/9/2021 21:45	4215.75	4215.5	4216.25	4215.25	74	2	2	0	99.8
6/9/2021 21:50	4215.5	4214.25	4215.5	4214.25	154	2	0	0	110.6
6/9/2021 21:55	4214.25	4214.5	4215	4214.25	108	2	0	0	109.4
6/9/2021 22:00	4214.75	4214.5	4215	4213.75	53	2	0	0	103.2
6/9/2021 22:05	4214.5	4214	4214.75	4214	13	3	0	-1	80.4
6/9/2021 22:10	4214.25	4214.25	4214.25	4214	23	3	0	0	70.2
6/9/2021 22:15	4214.25	4214.25	4214.5	4214	18	2	0	-1	43
6/9/2021 22:20	4214.25	4214.25	4214.25	4214	17	2	0	0	24.8
6/9/2021 22:25	4214.25	4214.75	4214.75	4214.25	18	2	0	0	17.8
6/9/2021 22:30	4215.25	4214.75	4215.25	4214.5	22	3	0	0	19.6
6/9/2021 22:35	4214.75	4214.75	4214.75	4214.5	8	2	0	0	16.6
6/9/2021 22:40	4214.5	4214.25	4214.75	4214.25	26	2	0	0	18.2
6/9/2021 22:45	4214.25	4213.75	4214.5	4213.75	98	3	0	-3	34.4
6/9/2021 22:50	4214	4213.75	4214	4213.75	19	3	0	-4	34.6
6/9/2021 22:55	4214	4214.25	4214.25	4214	92	3	0	-1	48.6
6/9/2021 23:00	4214.25	4214.25	4214.5	4214.25	13	2	0	0	49.6
6/9/2021 23:05	4214	4214.25	4214.5	4214	16	2	0	0	47.6
6/9/2021 23:10	4214.5	4214.5	4214.5	4214.25	37	1	0	0	35.4
6/9/2021 23:15	4214.5	4214.5	4214.75	4214.5	30	1	0	0	37.6
6/9/2021 23:20	4213.75	4213.75	4213.75	4213.75	14	0	0	-3	22
6/9/2021 23:25	4213.75	4214	4214	4213.5	40	2	0	0	27.4
6/9/2021 23:30	4214	4214	4214.25	4214	15	2	0	0	27.2
6/9/2021 23:35	4214.25	4214.5	4214.5	4214.25	16	1	0	0	23
6/9/2021 23:40	4214.75	4214.75	4214.75	4214.5	29	2	3	0	22.8
6/9/2021 23:45	4214.75	4214.75	4215	4214.75	14	1	4	0	22.8
6/9/2021 23:50	4214.75	4215	4215	4214.75	11	1	4	0	17
6/9/2021 23:55	4215	4215.25	4215.5	4214.75	31	2	4	0	20.2
6/10/2021 0:00	4215.25	4215.5	4215.5	4215	65	2	5	0	30
6/10/2021 0:05	4215.5	4215.25	4215.5	4215	23	2	4	0	28.8
6/10/2021 0:10	4215.5	4215.25	4215.5	4215.25	23	2	4	0	30.6
6/10/2021 0:15	4215.5	4215	4215.5	4215	18	2	1	0	32
6/10/2021 0:20	4214.75	4214.75	4214.75	4214.75	10	2	0	0	27.8
6/10/2021 0:25	4214.75	4214.5	4214.75	4214.5	13	2	0	-1	17.4
6/10/2021 0:30	4214.5	4214.25	4214.5	4214.25	11	1	0	-2	15
6/10/2021 0:35	4214.25	4214.25	4214.25	4214.25	1	1	0	-2	10.6
6/10/2021 0:40	4214.25	4214.25	4214.25	4214.25	12	1	0	-2	9.4
6/10/2021 0:45	4214.25	4214.75	4214.75	4214.25	18	2	0	-1	11
6/10/2021 0:50	4214.75	4214.5	4214.75	4214.5	8	2	0	0	10
6/10/2021 0:55	4214	4214	4214	4213.75	21	1	0	-3	12
6/10/2021 1:00	4213.75	4213.75	4214	4213.75	26	1	0	-4	17
6/10/2021 1:05	4214	4213.75	4214	4213.25	45	1	0	-3	23.6
6/10/2021 1:10	4214	4213.75	4214	4213.75	31	1	0	-2	26.2
6/10/2021 1:15	4213.75	4212.75	4213.75	4212.75	23	1	0	-5	29.2
6/10/2021 1:20	4212.75	4213.25	4213.5	4212.75	19	1	0	-3	28.8
6/10/2021 1:25	4213	4213	4213.25	4212.75	20	1	0	-4	27.6
6/10/2021 1:30	4212.75	4212.75	4213	4212	98	1	0	-3	38.2
6/10/2021 1:35	4213	4212.5	4213	4212.5	18	1	0	-5	35.6
6/10/2021 1:40	4212.5	4212.25	4212.5	4211.25	159	1	0	-4	62.8
6/10/2021 1:45	4212.25	4212.75	4213	4212.25	48	1	0	-2	68.6
6/10/2021 1:50	4212.5	4212.25	4212.5	4212.25	28	1	0	-2	70.2
6/10/2021 1:55	4212.25	4212	4212.75	4212	24	1	0	-3	55.4
6/10/2021 2:00	4212	4211.75	4212.75	4211.75	33	1	0	-4	58.4
6/10/2021 2:05	4211.75	4211.25	4212.25	4211.25	210	1	0	-6	68.6
6/10/2021 2:10	4211.25	4211.75	4211.75	4210.25	287	1	0	-2	116.4
6/10/2021 2:15	4211.5	4212.25	4212.25	4211.5	40	1	0	0	118.8
6/10/2021 2:20	4212.25	4212.25	4212.25	4211.75	57	1	0	0	125.4
6/10/2021 2:25	4212.25	4212.25	4212.5	4212	53	1	0	0	129.4
6/10/2021 2:30	4212.25	4211.75	4213	4211.75	51	1	0	-2	97.6
6/10/2021 2:35	4212	4210.25	4212	4209	317	1	0	-4	103.6
6/10/2021 2:40	4210	4210.5	4210.5	4209.5	33	1	0	-4	102.2
6/10/2021 2:45	4210.75	4210.25	4211	4209.5	80	1	0	-4	106.8
6/10/2021 2:50	4210	4210.5	4210.5	4209.75	60	1	0	-2	108.2
6/10/2021 2:55	4210.5	4210.75	4211	4210	48	1	0	-2	107.6
6/10/2021 3:00	4210.5	4210	4211.25	4209	225	1	0	-3	89.2
6/10/2021 3:05	4210.25	4209	4210.25	4208.5	207	1	0	-5	124
6/10/2021 3:10	4208.75	4204.25	4208.75	4202	569	1	0	-5	221.8
6/10/2021 3:15	4204	4206.75	4206.75	4204	219	1	0	-2	253.6
6/10/2021 3:20	4206.75	4207.75	4209	4206.5	229	1	0	-2	289.8
6/10/2021 3:25	4207.75	4207.25	4208.5	4207.25	164	1	0	-2	277.6
6/10/2021 3:30	4207	4206	4208.5	4206	270	1	0	-2	290.2
6/10/2021 3:35	4205.75	4207.75	4207.75	4205.75	216	1	0	0	219.6
6/10/2021 3:40	4207.75	4209	4209.75	4207.75	163	1	0	0	208.4
6/10/2021 3:45	4208.75	4211	4211	4208.25	181	1	1	0	198.8
6/10/2021 3:50	4211	4210.75	4211.75	4210.25	189	1	2	0	203.8
6/10/2021 3:55	4210.5	4211.5	4211.75	4210.5	105	1	2	0	170.8
6/10/2021 4:00	4211.25	4208.75	4212	4207.75	363	1	1	0	200.2
6/10/2021 4:05	4208.5	4207	4208.5	4207	222	1	0	-2	212
6/10/2021 4:10	4207.25	4207.75	4207.75	4206.25	221	1	0	0	220
6/10/2021 4:15	4207.5	4206.5	4208.25	4206.25	104	1	0	-3	203
6/10/2021 4:20	4206.25	4206.5	4207	4205.5	230	1	0	-2	228
6/10/2021 4:25	4206.5	4204.5	4206.75	4204.5	443	1	0	-4	244
6/10/2021 4:30	4204.5	4207.25	4207.25	4204.5	166	1	0	-1	232.8
6/10/2021 4:35	4207.5	4208.5	4209.25	4207.5	232	1	0	0	235
6/10/2021 4:40	4208.25	4208.25	4209.25	4208.25	103	1	0	0	234.8
6/10/2021 4:45	4208	4207.5	4208.5	4207.25	94	1	0	0	207.6
6/10/2021 4:50	4207	4209.75	4209.75	4206.75	118	1	3	0	142.6
6/10/2021 4:55	4209.75	4210	4210	4209.5	61	1	4	0	121.6
6/10/2021 5:00	4210.5	4210.75	4211	4210	127	3	4	0	100.6
6/10/2021 5:05	4210.5	4210.5	4211	4210.25	144	3	4	0	108.8
6/10/2021 5:10	4210.25	4210.25	4210.75	4210.25	100	3	2	0	110
