Dates	Open	Close	High	Low	Volume	Cham_Trend	Cham_Osc_Pos	Cham_Osc_Neg	Volume_5_SMA
6/14/2021 12:05	4228	4228.75	4229.25	4227.25	6490	1	0	0	5737.8
6/14/2021 12:10	4229	4229	4229.5	4228.5	5840	1	1	0	5718.8
6/14/2021 12:15	4229	4229	4229.5	4228.25	6471	2	2	0	6115
6/14/2021 12:20	4229	4226.75	4229.25	4226.75	5442	1	0	-2	6051.4
6/14/2021 12:25	4227	4227.5	4228	4226.75	4675	1	0	0	5783.6
6/14/2021 12:30	4227.25	4226.5	4227.25	4225.25	9144	1	0	-2	6314.4
6/14/2021 12:35	4226.5	4225	4227.25	4225	5197	1	0	-5	6185.8
6/14/2021 12:40	4225.25	4225.25	4226.25	4225	4793	1	0	-4	5850.2
6/14/2021 12:45	4225.25	4225.5	4226.75	4225.25	5469	1	0	-4	5855.6
6/14/2021 12:50	4225.5	4225	4226	4224.5	5896	1	0	-4	6099.8
6/14/2021 12:55	4224.75	4225.25	4226	4224.5	4814	1	0	-4	5233.8
6/14/2021 13:00	4225	4225.25	4226	4224.5	5554	1	0	-4	5305.2
6/14/2021 13:05	4225.25	4225.5	4226	4224.75	4336	1	0	-1	5213.8
6/14/2021 13:10	4225.5	4227	4227	4225.5	3658	1	0	0	4851.6
6/14/2021 13:15	4227	4226	4227.25	4225.75	5236	1	0	0	4719.6
6/14/2021 13:20	4226.25	4226.5	4227.25	4225.75	3057	1	0	0	4368.2
6/14/2021 13:25	4226.5	4227.25	4227.75	4226	4473	1	1	0	4152
6/14/2021 13:30	4227.25	4228	4228.25	4227	3905	1	2	0	4065.8
6/14/2021 13:35	4228.25	4227.75	4228.25	4227.25	4595	2	2	0	4253.2
6/14/2021 13:40	4227.5	4227	4228.5	4227	3847	1	1	0	3975.4
6/14/2021 13:45	4227.25	4228.25	4228.5	4226.75	3409	2	4	0	4045.8
6/14/2021 13:50	4228.25	4227.75	4228.5	4227.5	3543	1	0	0	3859.8
6/14/2021 13:55	4227.5	4226.75	4227.5	4225.75	5663	1	0	0	4211.4
6/14/2021 14:00	4226.75	4226.75	4227.5	4226	4373	1	0	0	4167
6/14/2021 14:05	4226.5	4226.5	4227.5	4226.25	3489	1	0	0	4095.4
6/14/2021 14:10	4226.5	4226.5	4227.25	4226	6194	1	0	0	4652.4
6/14/2021 14:15	4226.25	4226.5	4227	4226	3952	1	0	0	4734.2
6/14/2021 14:20	4226.5	4226.75	4227.25	4226	6784	1	0	0	4958.4
6/14/2021 14:25	4226.75	4225.25	4226.75	4225.25	5275	1	0	-3	5138.8
6/14/2021 14:30	4225.25	4226.5	4226.75	4225	5016	1	0	0	5444.2
6/14/2021 14:35	4226.5	4226.75	4227	4225.75	3066	2	0	0	4818.6
6/14/2021 14:40	4227	4229.25	4229.25	4226.75	7906	2	3	0	5609.4
6/14/2021 14:45	4229	4229.25	4229.5	4228.25	5009	3	4	0	5254.4
6/14/2021 14:50	4229.25	4228.75	4229.25	4228.25	3226	2	4	0	4844.6
6/14/2021 14:55	4229	4228.5	4229.25	4228.25	4220	2	3	0	4685.4
6/14/2021 15:00	4228.5	4229.75	4230.25	4228.25	5803	3	4	0	5232.8
6/14/2021 15:05	4230	4229	4230	4228	5746	3	3	0	4800.8
6/14/2021 15:10	4229.25	4228.25	4229.5	4227.75	6750	3	0	0	5149
6/14/2021 15:15	4228	4228.25	4228.75	4227.75	5578	3	0	0	5619.4
6/14/2021 15:20	4228.25	4229.5	4229.75	4227.75	4444	3	3	0	5664.2
6/14/2021 15:25	4229.75	4230.25	4230.75	4229	8045	2	3	0	6112.6
6/14/2021 15:30	4230.5	4231.75	4231.75	4230.25	8649	2	5	0	6693.2
6/14/2021 15:35	4231.75	4232.75	4232.75	4231.5	6781	3	6	0	6699.4
6/14/2021 15:40	4232.5	4234.75	4235.25	4232.25	14587	3	6	0	8501.2
6/14/2021 15:45	4234.75	4235.75	4237.75	4234.25	13377	3	5	0	10287.8
6/14/2021 15:50	4235.75	4241.25	4241.5	4235.5	28913	3	6	0	14461.4
6/14/2021 15:55	4241.25	4246.25	4247.75	4240.25	61808	3	6	0	25093.2
6/14/2021 16:00	4246.5	4247	4248.5	4246	29574	3	6	0	29651.8
6/14/2021 16:05	4247	4245.5	4247.5	4244.75	9989	3	6	0	28732.2
6/14/2021 16:10	4245.5	4246	4246.5	4245	8102	3	6	0	27677.2
6/14/2021 16:25	4246	4245.75	4246	4245.5	205	3	6	0	21935.6
6/14/2021 16:30	4245.75	4245.5	4246.5	4245.25	1437	3	6	0	9861.4
6/14/2021 16:35	4245.75	4246	4246	4245.25	801	3	6	0	4106.8
6/14/2021 16:40	4245.75	4245.25	4245.75	4244.75	690	3	5	0	2247
6/14/2021 16:45	4245.5	4245	4245.5	4245	554	3	2	0	737.4
6/14/2021 16:50	4245.25	4245.5	4246.25	4245.25	1030	3	2	0	902.4
6/14/2021 16:55	4245.75	4246.25	4246.25	4245	1969	3	2	0	1008.8
6/14/2021 18:00	4246.25	4244	4246.25	4243.75	1375	3	0	-1	1123.6
6/14/2021 18:05	4243.75	4244	4244	4243.25	584	3	0	0	1102.4
6/14/2021 18:10	4244	4243.75	4244.5	4243.25	420	3	0	-2	1075.6
6/14/2021 18:15	4243.75	4244.5	4244.5	4243.5	187	3	0	0	907
6/14/2021 18:20	4244.25	4243.75	4244.25	4243.5	308	3	0	-1	574.8
6/14/2021 18:25	4243.75	4244.5	4244.5	4243.75	212	3	0	0	342.2
6/14/2021 18:30	4244.25	4245	4245	4244.25	162	3	0	0	257.8
6/14/2021 18:35	4245	4244.25	4245	4244	293	3	0	0	232.4
6/14/2021 18:40	4244.25	4244.75	4244.75	4244.25	185	3	0	0	232
6/14/2021 18:45	4244.75	4244.5	4245	4244.5	87	3	0	0	187.8
6/14/2021 18:50	4244.5	4244.25	4244.5	4244.25	96	3	0	0	164.6
6/14/2021 18:55	4244.25	4244.5	4244.5	4244.25	28	3	0	0	137.8
6/14/2021 19:00	4244.5	4245.75	4246	4244.5	604	3	3	0	200
6/14/2021 19:05	4245.75	4245.5	4246	4245	295	3	1	0	222
6/14/2021 19:10	4245.5	4245.25	4245.75	4245.25	262	2	0	0	257
6/14/2021 19:15	4245	4245.5	4245.5	4245	383	2	2	0	314.4
6/14/2021 19:20	4245.5	4245.25	4245.75	4245	220	2	0	0	352.8
6/14/2021 19:25	4245.25	4245.25	4245.5	4245	180	2	0	0	268
6/14/2021 19:30	4245.5	4245.5	4245.75	4245.5	129	2	2	0	234.8
6/14/2021 19:35	4245.75	4246	4246.25	4245.5	571	3	3	0	296.6
6/14/2021 19:40	4246	4245.75	4246.25	4245.5	261	2	2	0	272.2
6/14/2021 19:45	4245.75	4246.25	4246.5	4245.75	324	3	4	0	293
6/14/2021 19:50	4246.25	4244.5	4246.25	4244.5	778	2	0	-1	412.6
6/14/2021 19:55	4244.5	4244.25	4244.5	4244	435	1	0	-3	473.8
6/14/2021 20:00	4244.25	4246.25	4246.75	4244	1920	3	3	0	743.6
6/14/2021 20:05	4246	4248.5	4248.5	4245.5	2203	3	4	0	1132
6/14/2021 20:10	4248.5	4248.5	4248.75	4247.5	1291	3	5	0	1325.4
6/14/2021 20:15	4248.5	4248	4249	4247.75	990	3	3	0	1367.8
6/14/2021 20:20	4248.25	4248.25	4248.5	4247.5	725	3	4	0	1425.8
6/14/2021 20:25	4248.25	4249.75	4250.5	4248.25	2000	3	6	0	1441.8
6/14/2021 20:30	4249.75	4250.25	4250.25	4249.75	557	3	6	0	1112.6
6/14/2021 20:35	4250	4251	4251.5	4249.75	868	3	6	0	1028
6/14/2021 20:40	4251	4252	4252.25	4250.25	1194	3	6	0	1068.8
6/14/2021 20:45	4252	4251	4252	4251	871	3	5	0	1098
6/14/2021 20:50	4251	4251.25	4251.5	4250.25	693	3	6	0	836.6
6/14/2021 20:55	4251.25	4251.25	4251.5	4250.5	876	3	5	0	900.4
6/14/2021 21:00	4251.25	4252.25	4252.5	4251.25	1158	3	6	0	958.4
6/14/2021 21:05	4252.25	4252.5	4252.75	4252	620	3	6	0	843.6
6/14/2021 21:10	4252.5	4253.75	4253.75	4251.75	1021	3	6	0	873.6
6/14/2021 21:15	4253.5	4253.75	4254.25	4252.5	1424	3	6	0	1019.8
6/14/2021 21:20	4253.75	4253	4254	4252.75	801	3	5	0	1004.8
6/14/2021 21:25	4253	4252.75	4253.25	4252.25	650	3	0	0	903.2
6/14/2021 21:30	4252.75	4251.25	4253.25	4251	1180	3	0	0	1015.2
6/14/2021 21:35	4251.25	4251.25	4252	4250.5	792	3	0	0	969.4
6/14/2021 21:40	4251.5	4250.25	4251.5	4250.25	841	3	0	-2	852.8
6/14/2021 21:45	4250.25	4250	4250.5	4249.5	1006	3	0	-2	893.8
6/14/2021 21:50	4249.75	4249.5	4250.5	4249.5	952	3	0	-4	954.2
6/14/2021 21:55	4249.5	4249.5	4250	4249.25	428	2	0	-4	803.8
6/14/2021 22:00	4249.5	4248.75	4250	4248.25	1112	2	0	-4	867.8
6/14/2021 22:05	4248.75	4249.5	4249.5	4248.25	614	2	0	-3	822.4
6/14/2021 22:10	4249.5	4249.75	4250	4249	700	2	0	-2	761.2
6/14/2021 22:15	4249.75	4249	4250	4248.75	468	2	0	-3	664.4
6/14/2021 22:20	4249	4249.75	4249.75	4248.75	479	2	0	0	674.6
6/14/2021 22:25	4249.75	4250.5	4250.5	4249.5	498	2	0	0	551.8
6/14/2021 22:30	4250.5	4251	4251.25	4250.25	420	2	1	0	513
6/14/2021 22:35	4250.75	4251.5	4251.5	4250.75	409	2	2	0	454.8
6/14/2021 22:40	4251.5	4251.75	4251.75	4251.25	273	2	2	0	415.8
6/14/2021 22:45	4251.75	4252.25	4252.25	4251.25	447	2	2	0	409.4
6/14/2021 22:50	4252.25	4251.75	4252.25	4251.5	385	2	2	0	386.8
6/14/2021 22:55	4251.75	4250.75	4251.75	4250.75	292	1	1	0	361.2
6/14/2021 23:00	4250.75	4250.75	4250.75	4249.75	957	1	0	0	470.8
6/14/2021 23:05	4250.75	4250.75	4251	4250.25	219	1	0	0	460
6/14/2021 23:10	4250.5	4250.75	4251	4250.5	235	1	0	0	417.6
6/14/2021 23:15	4250.75	4251.25	4251.25	4250.5	272	1	0	0	395
6/14/2021 23:20	4251.25	4251	4251.25	4250.75	209	1	0	0	378.4
6/14/2021 23:25	4251	4251.25	4251.75	4251	316	1	0	0	250.2
6/14/2021 23:30	4251.25	4252.25	4252.25	4251.25	342	1	3	0	274.8
6/14/2021 23:35	4252.5	4253.25	4254	4252.25	1052	2	5	0	438.2
6/14/2021 23:40	4253	4252.75	4253.25	4252.75	278	2	3	0	439.4
6/14/2021 23:45	4252.75	4253.5	4253.75	4252.75	388	2	5	0	475.2
6/14/2021 23:50	4253.5	4253.75	4253.75	4253.25	199	2	5	0	451.8
6/14/2021 23:55	4253.75	4253	4254	4252.75	347	2	3	0	452.8
6/15/2021 0:00	4252.75	4252.5	4253.5	4252.5	278	2	0	0	298
6/15/2021 0:05	4252.5	4253	4253	4252.5	250	2	2	0	292.4
6/15/2021 0:10	4253	4253.25	4253.25	4252.75	167	2	2	0	248.2
6/15/2021 0:15	4253.25	4253.5	4253.5	4253	200	2	3	0	248.4
6/15/2021 0:20	4253.25	4253.5	4253.5	4253.25	189	2	2	0	216.8
6/15/2021 0:25	4253.5	4253	4253.5	4252.75	222	2	0	0	205.6
6/15/2021 0:30	4253.25	4252.75	4253.25	4252.25	335	2	0	0	222.6
6/15/2021 0:35	4252.75	4252.5	4252.75	4252.25	201	2	0	-1	229.4
6/15/2021 0:40	4252.5	4252.5	4252.75	4252.5	130	2	0	-2	215.4
6/15/2021 0:45	4252.75	4253	4253.25	4252.5	280	2	0	0	233.6
6/15/2021 0:50	4253	4252.75	4253	4252.5	80	2	0	0	205.2
6/15/2021 0:55	4252.75	4253	4253	4252.5	81	2	0	0	154.4
6/15/2021 1:00	4253	4253.25	4253.5	4252.75	299	2	0	0	174
6/15/2021 1:05	4253.25	4252	4253.5	4251.75	400	2	0	-3	228
6/15/2021 1:10	4251.75	4252.5	4252.5	4251.5	513	2	0	-2	274.6
6/15/2021 1:15	4252.5	4252.5	4252.75	4252.25	235	2	0	0	305.6
6/15/2021 1:20	4252.75	4252.75	4252.75	4252	297	3	0	0	348.8
6/15/2021 1:25	4252.75	4252.75	4252.75	4252.25	270	3	0	0	343
6/15/2021 1:30	4252.75	4252.5	4253.25	4252.5	653	3	0	0	393.6
6/15/2021 1:35	4252.5	4252.5	4252.75	4252.25	362	2	0	0	363.4
6/15/2021 1:40	4252.5	4252.5	4252.5	4251.75	374	1	0	0	391.2
6/15/2021 1:45	4252.75	4252.75	4252.75	4252.25	379	2	0	0	407.6
6/15/2021 1:50	4252.75	4253.25	4253.5	4252.5	378	1	3	0	429.2
6/15/2021 1:55	4253.25	4254.25	4254.5	4253	904	2	5	0	479.4
6/15/2021 2:00	4254	4253.5	4254.25	4252.75	556	2	3	0	518.2
6/15/2021 2:05	4253.5	4252.5	4253.5	4252.5	411	2	0	0	525.6
6/15/2021 2:10	4252.75	4252.25	4253	4252.25	346	1	0	-3	519
6/15/2021 2:15	4252.5	4252.75	4253.5	4252.25	595	1	0	0	562.4
6/15/2021 2:20	4253	4254	4254.5	4253	665	2	3	0	514.6
6/15/2021 2:25	4254.25	4257.5	4257.5	4254	2537	2	5	0	910.8
6/15/2021 2:30	4257.5	4256.25	4257.5	4255.75	1165	2	3	0	1061.6
6/15/2021 2:35	4256.25	4255.75	4256.5	4255.5	638	2	3	0	1120
6/15/2021 2:40	4256	4256.25	4256.25	4255.25	486	2	2	0	1098.2
6/15/2021 2:45	4256.25	4256.75	4257.5	4256.25	1213	3	3	0	1207.8
6/15/2021 2:50	4256.75	4257.75	4258.25	4256.75	1232	3	5	0	946.8
6/15/2021 2:55	4257.75	4256.75	4257.75	4256.5	1197	3	3	0	953.2
6/15/2021 3:00	4256.75	4256	4257.25	4254.25	2945	3	0	0	1414.6
6/15/2021 3:05	4256	4256.75	4258	4256	2299	3	2	0	1777.2
6/15/2021 3:10	4256.5	4254.75	4256.75	4254.75	1748	2	0	-1	1884.2
6/15/2021 3:15	4254.5	4255.75	4255.75	4253.5	1564	2	0	0	1950.6
6/15/2021 3:20	4255.5	4255.5	4256.5	4255.5	1199	2	0	0	1951
6/15/2021 3:25	4255.5	4254.25	4255.75	4254	1177	2	0	-1	1597.4
6/15/2021 3:30	4254.5	4254.25	4255	4253.25	2611	2	0	0	1659.8
6/15/2021 3:35	4254.25	4254	4254.25	4253.5	1042	2	0	-2	1518.6
6/15/2021 3:40	4254	4253.5	4254.5	4253.5	781	1	0	-4	1362
6/15/2021 3:45	4253.5	4255	4255.25	4253.5	1119	2	0	-1	1346
6/15/2021 3:50	4254.75	4254.75	4255.25	4253.75	1602	2	0	0	1431
6/15/2021 3:55	4255	4253.25	4255	4253.25	882	2	0	-3	1085.2
6/15/2021 4:00	4253.25	4252.25	4253.5	4252.25	1686	1	0	-4	1214
6/15/2021 4:05	4252.25	4251.5	4252.25	4251	1632	1	0	-4	1384.2
6/15/2021 4:10	4251.5	4252.75	4252.75	4250.75	1304	2	0	-3	1421.2
6/15/2021 4:15	4252.75	4251	4252.75	4251	986	1	0	-4	1298
6/15/2021 4:20	4251	4250.5	4251	4250.25	928	1	0	-4	1307.2
6/15/2021 4:25	4250.75	4251	4251.25	4250.25	986	1	0	-4	1167.2
6/15/2021 4:30	4251.25	4251	4251.25	4250.5	1041	1	0	-4	1049
6/15/2021 4:35	4251	4251.75	4252	4251	863	1	0	0	960.8
6/15/2021 4:40	4251.5	4251.25	4251.75	4251	499	1	0	-2	863.4
6/15/2021 4:45	4251.25	4251.5	4251.75	4251	487	1	0	0	775.2
6/15/2021 4:50	4251.5	4252.75	4252.75	4251.5	769	1	1	0	731.8
6/15/2021 4:55	4252.75	4252.5	4253	4252.25	865	1	1	0	696.6
6/15/2021 5:00	4252.5	4252	4252.75	4252	946	1	1	0	713.2
6/15/2021 5:05	4252	4251.75	4252.25	4251	1033	1	0	0	820
6/15/2021 5:10	4251.75	4250.75	4251.75	4250.75	588	1	0	-3	840.2
6/15/2021 5:15	4250.75	4250.75	4251	4250.5	882	1	0	-3	862.8
6/15/2021 5:20	4250.75	4250.75	4250.75	4250.25	466	1	0	-2	783
6/15/2021 5:25	4250.75	4251.5	4251.75	4250.5	849	1	0	0	763.6
6/15/2021 5:30	4251.5	4250.25	4251.5	4250	822	1	0	-3	721.4
6/15/2021 5:35	4250.25	4249.75	4250.25	4248.75	1260	1	0	-2	855.8
6/15/2021 5:40	4249.75	4249.5	4250.5	4249.5	865	1	0	-4	852.4
6/15/2021 5:45	4249.5	4249.5	4250	4249.5	427	1	0	-4	844.6
6/15/2021 5:50	4249.5	4249.5	4249.75	4249	451	1	0	-3	765
6/15/2021 5:55	4249.25	4247.75	4249.25	4247.5	1100	1	0	-6	820.6
6/15/2021 6:00	4247.5	4247.5	4248.75	4247.5	689	1	0	-6	706.4
6/15/2021 6:05	4247.5	4246.75	4247.5	4245.75	1736	1	0	-6	880.6
6/15/2021 6:10	4246.75	4246.75	4247.5	4246.25	710	1	0	-6	937.2
6/15/2021 6:15	4246.75	4247	4247.25	4246.5	576	1	0	-5	962.2
6/15/2021 6:20	4247.25	4247.5	4247.75	4247.25	444	1	0	-2	831
6/15/2021 6:25	4247.5	4248.25	4248.5	4247.25	1215	1	0	0	936.2
6/15/2021 6:30	4248.5	4248	4248.5	4247.5	411	1	0	0	671.2
6/15/2021 6:35	4247.75	4247.25	4248	4247	850	1	0	-2	699.2
6/15/2021 6:40	4247.25	4248.5	4248.75	4247	561	1	0	0	696.2
6/15/2021 6:45	4248.5	4248.25	4248.75	4248	680	1	1	0	743.4
6/15/2021 6:50	4248.25	4249	4249.25	4248.25	545	1	2	0	609.4
6/15/2021 6:55	4249.25	4250.25	4250.75	4248.75	1503	1	4	0	827.8
6/15/2021 7:00	4250.5	4249.5	4250.75	4249	1310	1	1	0	919.8
6/15/2021 7:05	4249.5	4249.75	4250	4249.5	959	1	2	0	999.4
6/15/2021 7:10	4249.75	4249.5	4250.25	4249.5	906	1	0	0	1044.6
6/15/2021 7:15	4249.5	4250.25	4250.5	4249.25	726	1	3	0	1080.8
6/15/2021 7:20	4250.25	4249.5	4250.5	4249.5	710	1	0	0	922.2
6/15/2021 7:25	4249.75	4249.5	4250.25	4249.25	871	1	0	0	834.4
6/15/2021 7:30	4249.5	4250.5	4250.75	4249.5	1082	1	3	0	859
6/15/2021 7:35	4250.5	4249.75	4250.5	4249.75	950	1	0	0	867.8
6/15/2021 7:40	4250	4249.5	4250.25	4249	1687	1	0	0	1060
6/15/2021 7:45	4249.5	4250	4250.25	4249.5	796	2	0	0	1077.2
6/15/2021 7:50	4250.25	4251.5	4251.75	4249.75	1473	3	3	0	1197.6
6/15/2021 7:55	4251.75	4250.25	4252	4250	1818	3	0	0	1344.8
6/15/2021 8:00	4250.25	4249.5	4250.5	4249.25	2141	2	0	-1	1583
6/15/2021 8:05	4249.75	4249.75	4250.25	4249.25	1469	2	0	0	1539.4
6/15/2021 8:10	4249.5	4250.25	4250.75	4249.5	1153	3	0	0	1610.8
6/15/2021 8:15	4250.25	4250.25	4250.5	4249.75	987	3	0	0	1513.6
6/15/2021 8:20	4250.25	4252.25	4252.25	4250.25	3058	3	3	0	1761.6
6/15/2021 8:25	4252.25	4248.5	4252.25	4248.25	3541	2	0	-3	2041.6
6/15/2021 8:30	4249	4248.25	4249.75	4246.25	6957	2	0	-2	3139.2
6/15/2021 8:35	4248.5	4247.75	4249.75	4247.25	2093	1	0	-2	3327.2
6/15/2021 8:40	4248	4247.75	4248.75	4247.5	1813	2	0	-2	3492.4
6/15/2021 8:45	4247.75	4247.75	4247.75	4246	3045	1	0	-2	3489.8
6/15/2021 8:50	4247.75	4247	4248	4246.75	1334	1	0	-3	3048.4
6/15/2021 8:55	4247.25	4247	4247.5	4246.5	1432	1	0	-3	1943.4
6/15/2021 9:00	4247	4247.25	4248.5	4246.75	2518	1	0	-3	2028.4
6/15/2021 9:05	4247.5	4246.5	4248.75	4246.25	2307	1	0	-4	2127.2
6/15/2021 9:10	4246.5	4247.75	4247.75	4246.25	1681	1	0	-1	1854.4
6/15/2021 9:15	4247.5	4248.75	4249.25	4247	2767	1	0	0	2141
6/15/2021 9:20	4248.5	4248.25	4249.25	4247.75	2397	1	0	0	2334
6/15/2021 9:25	4248.25	4247.75	4248.75	4247.75	4520	1	0	0	2734.4
6/15/2021 9:30	4247.75	4241.5	4248	4241	36045	1	0	-5	9482
6/15/2021 9:35	4241.75	4241.25	4243	4240.25	21459	1	0	-5	13437.6
6/15/2021 9:40	4241.25	4242	4242.5	4239.5	16913	1	0	-4	16266.8
6/15/2021 9:45	4242	4241.5	4244	4241	11934	1	0	-5	18174.2
6/15/2021 9:50	4241.75	4240.75	4242.25	4239.75	9705	1	0	-6	19211.2
6/15/2021 9:55	4240.75	4240.5	4241.5	4239	10312	1	0	-6	14064.6
6/15/2021 10:00	4240.5	4238.75	4241.25	4238.25	12451	1	0	-6	12263
6/15/2021 10:05	4238.5	4239	4239.25	4236.75	15762	1	0	-6	12032.8
6/15/2021 10:10	4239	4237.75	4239.5	4236.5	10381	1	0	-6	11722.2
6/15/2021 10:15	4237.75	4237.75	4240.25	4237	9194	1	0	-6	11620
6/15/2021 10:20	4238	4238.25	4240.5	4237.5	11216	1	0	-5	11800.8
6/15/2021 10:25	4238	4237	4238.75	4235.75	13405	1	0	-6	11991.6
6/15/2021 10:30	4237	4237.25	4238	4235.25	10515	1	0	-4	10942.2
6/15/2021 10:35	4237.25	4237.5	4237.75	4235.5	6987	1	0	-4	10263.4
6/15/2021 10:40	4237.5	4235.5	4237.75	4234.5	7955	1	0	-5	10015.6
6/15/2021 10:45	4235.5	4234.75	4235.75	4233.25	11152	1	0	-5	10002.8
6/15/2021 10:50	4234.75	4235	4235.75	4233.75	9183	1	0	-5	9158.4
6/15/2021 10:55	4235	4233.25	4235.5	4233.25	8276	1	0	-6	8710.6
6/15/2021 11:00	4233.25	4233.75	4234.5	4232	11517	1	0	-5	9616.6
6/15/2021 11:05	4233.75	4234.5	4235.25	4233.75	9036	1	0	-5	9832.8
6/15/2021 11:10	4234.5	4234	4234.5	4233.25	6184	1	0	-4	8839.2
6/15/2021 11:15	4234	4235.75	4236.5	4233.25	7969	1	0	0	8596.4
6/15/2021 11:20	4235.75	4236.25	4236.5	4235	6455	1	0	0	8232.2
6/15/2021 11:25	4236	4234	4236.25	4233	6865	1	0	-2	7301.8
6/15/2021 11:30	4233.75	4231.75	4234.25	4230.25	13811	1	0	-4	8256.8
6/15/2021 11:35	4231.75	4229.25	4231.75	4228.25	10118	1	0	-5	9043.6
6/15/2021 11:40	4229.5	4232.25	4232.5	4229.25	8180	1	0	-2	9085.8
6/15/2021 11:45	4232.25	4232.5	4233	4231.5	5772	1	0	-2	8949.2
6/15/2021 11:50	4232.75	4230.5	4232.75	4229.75	7389	1	0	-2	9054
6/15/2021 11:55	4230.5	4232.5	4232.75	4230.5	5943	1	0	0	7480.4
6/15/2021 12:00	4232.25	4234	4234.5	4232.25	6801	1	0	0	6817
6/15/2021 12:05	4234	4234.5	4234.5	4233.25	4424	1	0	0	6065.8
6/15/2021 12:10	4234.5	4234.75	4235.5	4234.25	6078	1	1	0	6127
6/15/2021 12:15	4234.75	4235.5	4236	4234	3999	1	4	0	5449
6/15/2021 12:20	4235.5	4236.5	4236.5	4235	5601	1	4	0	5380.6
6/15/2021 12:25	4236.5	4237	4237.5	4235.25	5650	1	4	0	5150.4
6/15/2021 12:30	4236.75	4237.25	4237.75	4236.5	5316	2	4	0	5328.8
6/15/2021 12:35	4237.25	4236	4237.5	4236	4168	1	1	0	4946.8
6/15/2021 12:40	4236.25	4234.75	4236.5	4234	5694	1	0	0	5285.8
6/15/2021 12:45	4234.5	4235	4235.75	4234.25	4307	1	0	0	5027
6/15/2021 12:50	4235	4234	4235.25	4234	6306	1	0	-1	5158.2
6/15/2021 12:55	4233.75	4234.75	4235.25	4233	5401	1	0	0	5175.2
6/15/2021 13:00	4234.75	4233.5	4235	4233	9358	2	0	-1	6213.2
6/15/2021 13:05	4233.75	4234.5	4236.5	4233.5	7257	2	0	0	6525.8
6/15/2021 13:10	4234.5	4234.5	4235.25	4233.5	4763	2	0	0	6617
6/15/2021 13:15	4234.5	4234	4234.75	4231.75	6932	2	0	0	6742.2
6/15/2021 13:20	4234	4233.5	4234.25	4233	3579	1	0	0	6377.8
6/15/2021 13:25	4233.5	4233.5	4234	4232.75	3021	1	0	0	5110.4
6/15/2021 13:30	4233.25	4235.5	4235.75	4233	5460	2	0	0	4751
6/15/2021 13:35	4235.5	4235.75	4236	4234.75	4241	3	1	0	4646.6
6/15/2021 13:40	4235.75	4235.75	4236.5	4234.75	4327	3	2	0	4125.6
6/15/2021 13:45	4235.75	4237.25	4237.5	4234.75	4255	3	4	0	4260.8
6/15/2021 13:50	4237	4238.5	4239.25	4237	8090	3	5	0	5274.6
6/15/2021 13:55	4238.5	4239.25	4240	4238.5	6380	3	5	0	5458.6
6/15/2021 14:00	4239	4241.5	4242	4238.75	10240	2	6	0	6658.4
6/15/2021 14:05	4241.5	4241.25	4242.5	4241	6955	3	5	0	7184
6/15/2021 14:10	4241.25	4237.25	4241.25	4236.75	8096	4	0	0	7952.2
6/15/2021 14:15	4237	4238.5	4239.5	4236.75	6753	3	0	0	7684.8
6/15/2021 14:20	4238.75	4238.75	4239	4237.75	3854	3	0	0	7179.6
6/15/2021 14:25	4238.75	4238.75	4239	4237.5	5125	3	0	0	6156.6
6/15/2021 14:30	4238.75	4238	4238.75	4237.5	3927	2	0	0	5551
6/15/2021 14:35	4238.25	4237.5	4238.5	4237.25	2690	2	0	-1	4469.8
6/15/2021 14:40	4237.25	4238	4238.5	4236.75	4236	2	0	0	3966.4
6/15/2021 14:45	4238	4240.25	4240.5	4238	6485	2	2	0	4492.6
6/15/2021 14:50	4240.25	4241.25	4241.25	4239	3990	3	2	0	4265.6
6/15/2021 14:55	4241	4239.25	4242.25	4239.25	7975	3	0	0	5075.2
6/15/2021 15:00	4239.25	4235.25	4239.25	4235	11664	1	0	-3	6870
6/15/2021 15:05	4235.25	4238	4238.5	4235.25	7755	2	0	0	7573.8
6/15/2021 15:10	4238.25	4238	4239	4237.5	4442	2	0	0	7165.2
6/15/2021 15:15	4237.75	4239.5	4239.75	4237.75	5434	2	0	0	7454
6/15/2021 15:20	4239.25	4238.25	4240.25	4238	6117	2	0	0	7082.4
6/15/2021 15:25	4238.25	4236.5	4239	4235.25	7114	2	0	-2	6172.4
6/15/2021 15:30	4236.5	4234.5	4236.5	4233.25	10965	2	0	-3	6814.4
6/15/2021 15:35	4234.5	4236.25	4236.25	4232.5	14308	2	0	-2	8787.6
6/15/2021 15:40	4236.25	4237.75	4238.75	4235.5	13405	2	0	0	10381.8
6/15/2021 15:45	4237.5	4237.25	4242	4237.25	15351	2	0	0	12228.6
6/15/2021 15:50	4237.25	4235.5	4240	4234.25	27754	0	0	-2	16356.6
6/15/2021 15:55	4235.5	4238.25	4239	4233.75	57909	1	0	0	25745.4
6/15/2021 16:00	4238.5	4236.25	4239	4236.25	18559	0	0	0	26595.6
6/15/2021 16:05	4236.25	4237	4237.5	4236.25	5416	1	0	0	24997.8
6/15/2021 16:10	4237.25	4237.25	4238	4236.75	4446	1	0	0	22816.8
6/15/2021 16:25	4236.75	4236.75	4237	4236.5	124	0	0	0	17290.8
6/15/2021 16:30	4237	4237.75	4237.75	4236.5	685	1	0	0	5846
6/15/2021 16:35	4237.75	4238.75	4238.75	4237.5	441	2	0	0	2222.4
